prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
RINGHORNE ØST,2015,5,0.05828,0.00198,0.00000,0.06026,0.11440,3505505
RINGHORNE ØST,2015,6,0.05228,0.00188,0.00000,0.05416,0.09764,3505505
RINGHORNE ØST,2015,7,0.05253,0.00218,0.00000,0.05471,0.09441,3505505
RINGHORNE ØST,2015,8,0.05461,0.00194,0.00000,0.05656,0.10763,3505505
RINGHORNE ØST,2015,9,0.02796,0.00114,0.00000,0.02911,0.04256,3505505
RINGHORNE ØST,2015,10,0.05158,0.00180,0.00000,0.05338,0.09227,3505505
RINGHORNE ØST,2015,11,0.05039,0.00181,0.00000,0.05220,0.08788,3505505
RINGHORNE ØST,2015,12,0.05365,0.00173,0.00000,0.05537,0.10373,3505505
RINGHORNE ØST,2016,1,0.05129,0.00229,0.00000,0.05358,0.10538,3505505
RINGHORNE ØST,2016,2,0.04826,0.00210,0.00000,0.05036,0.10942,3505505
RINGHORNE ØST,2016,3,0.04713,0.00159,0.00000,0.04872,0.12624,3505505
RINGHORNE ØST,2016,4,0.04434,0.00149,0.00000,0.04583,0.11259,3505505
RINGHORNE ØST,2016,5,0.03817,0.00100,0.00000,0.03917,0.10032,3505505
RINGHORNE ØST,2016,6,0.04302,0.00117,0.00000,0.04419,0.10846,3505505
RINGHORNE ØST,2016,7,0.04224,0.00131,0.00000,0.04355,0.10353,3505505
RINGHORNE ØST,2016,8,0.04251,0.00085,0.00000,0.04337,0.09329,3505505
RINGHORNE ØST,2016,9,0.03856,0.00128,0.00000,0.03985,0.09875,3505505
RINGHORNE ØST,2016,10,0.04341,0.00186,0.00000,0.04527,0.11109,3505505
RINGHORNE ØST,2016,11,0.03924,0.00110,0.00000,0.04034,0.10928,3505505
RINGHORNE ØST,2016,12,0.04010,0.00061,0.00000,0.04070,0.11786,3505505
RINGHORNE ØST,2017,1,0.03603,0.00034,0.00000,0.03637,0.10231,3505505
RINGHORNE ØST,2017,2,0.03459,0.00050,0.00000,0.03509,0.10087,3505505
RINGHORNE ØST,2017,3,0.04053,0.00036,0.00000,0.04090,0.10634,3505505
RINGHORNE ØST,2017,4,0.03859,0.00035,0.00000,0.03894,0.09949,3505505
RINGHORNE ØST,2017,5,0.03882,0.00036,0.00000,0.03917,0.10077,3505505
RINGHORNE ØST,2017,6,0.03785,0.00106,0.00000,0.03891,0.09331,3505505
RINGHORNE ØST,2017,7,0.03798,0.00036,0.00000,0.03834,0.09640,3505505
RINGHORNE ØST,2017,8,0.04115,0.00034,0.00000,0.04149,0.11953,3505505
RINGHORNE ØST,2017,9,0.02713,0.00086,0.00000,0.02799,0.08705,3505505
RINGHORNE ØST,2017,10,0.03362,0.00051,0.00000,0.03414,0.09263,3505505
RINGHORNE ØST,2017,11,0.03548,0.00043,0.00000,0.03590,0.08935,3505505
RINGHORNE ØST,2017,12,0.03711,0.00040,0.00000,0.03751,0.12132,3505505
RINGHORNE ØST,2018,1,0.03241,0.00044,0.00000,0.03284,0.12150,3505505
RINGHORNE ØST,2018,2,0.02812,0.00043,0.00000,0.02855,0.10036,3505505
RINGHORNE ØST,2018,3,0.02732,0.00050,0.00000,0.02781,0.10414,3505505
SIGYN,2002,12,0.00000,0.01836,0.02419,0.04255,0.00010,1630100
SIGYN,2003,1,0.00000,0.08223,0.14766,0.22989,0.00041,1630100
SIGYN,2003,2,0.00000,0.07362,0.12888,0.20250,0.00033,1630100
SIGYN,2003,3,0.00000,0.07861,0.14262,0.22123,0.00041,1630100
SIGYN,2003,4,0.00000,0.06676,0.13095,0.19772,0.00035,1630100
SIGYN,2003,5,0.00000,0.06874,0.12615,0.19488,0.00036,1630100
SIGYN,2003,6,0.00000,0.05028,0.09458,0.14485,0.00027,1630100
SIGYN,2003,7,0.00000,0.07136,0.13173,0.20309,0.00033,1630100
SIGYN,2003,8,0.00000,0.07396,0.14610,0.22005,0.00038,1630100
SIGYN,2003,9,0.00000,0.07075,0.14543,0.21618,0.00034,1630100
SIGYN,2003,10,0.00000,0.09703,0.16925,0.26628,0.00097,1630100
SIGYN,2003,11,0.00000,0.09081,0.15752,0.24832,0.00107,1630100
SIGYN,2003,12,0.00000,0.08691,0.16128,0.24819,0.00088,1630100
SIGYN,2004,1,0.00000,0.08185,0.15784,0.23968,0.00125,1630100
SIGYN,2004,2,0.00000,0.06689,0.13480,0.20169,0.00101,1630100
SIGYN,2004,3,0.00000,0.07784,0.15525,0.23308,0.00136,1630100
SIGYN,2004,4,0.00000,0.07109,0.14416,0.21525,0.00146,1630100
SIGYN,2004,5,0.00000,0.07801,0.15079,0.22880,0.00173,1630100
SIGYN,2004,6,0.00000,0.08042,0.16296,0.24338,0.00185,1630100
SIGYN,2004,7,0.00000,0.07212,0.15196,0.22409,0.00196,1630100
SIGYN,2004,8,0.00000,0.03147,0.06750,0.09897,0.00089,1630100
SIGYN,2004,9,0.00000,0.04529,0.10528,0.15057,0.00182,1630100
SIGYN,2004,10,0.00000,0.09015,0.18132,0.27147,0.00334,1630100
SIGYN,2004,11,0.00000,0.08684,0.18258,0.26942,0.00294,1630100
SIGYN,2004,12,0.00000,0.08722,0.18118,0.26840,0.00282,1630100
SIGYN,2005,1,0.00000,0.08158,0.17065,0.25223,0.00220,1630100
SIGYN,2005,2,0.00000,0.07607,0.15240,0.22847,0.00268,1630100
SIGYN,2005,3,0.00000,0.06410,0.13205,0.19615,0.00223,1630100
SIGYN,2005,4,0.00000,0.07889,0.15650,0.23539,0.00279,1630100
SIGYN,2005,5,0.00000,0.07297,0.14384,0.21681,0.00326,1630100
SIGYN,2005,6,0.00000,0.07691,0.14919,0.22609,0.00341,1630100
SIGYN,2005,7,0.00000,0.07874,0.15100,0.22974,0.00405,1630100
SIGYN,2005,8,0.00000,0.07931,0.15082,0.23013,0.00368,1630100
SIGYN,2005,9,0.00000,0.05538,0.10744,0.16282,0.00308,1630100
SIGYN,2005,10,0.00000,0.06013,0.11571,0.17584,0.00404,1630100
SIGYN,2005,11,0.00000,0.07432,0.13873,0.21305,0.00513,1630100
SIGYN,2005,12,0.00000,0.07661,0.14329,0.21990,0.00593,1630100
SIGYN,2006,1,0.00000,0.07771,0.13932,0.21702,0.00558,1630100
SIGYN,2006,2,0.00000,0.06755,0.12232,0.18986,0.00585,1630100
SIGYN,2006,3,0.00000,0.06868,0.12594,0.19462,0.00620,1630100
SIGYN,2006,4,0.00000,0.06545,0.12109,0.18654,0.00627,1630100
SIGYN,2006,5,0.00000,0.06871,0.12354,0.19225,0.00773,1630100
SIGYN,2006,6,0.00000,0.00464,0.00959,0.01423,0.00056,1630100
SIGYN,2006,7,0.00000,0.06616,0.11326,0.17942,0.00744,1630100
SIGYN,2006,8,0.00000,0.06152,0.09958,0.16110,0.00808,1630100
SIGYN,2006,9,0.00000,0.06406,0.10214,0.16619,0.00861,1630100
SIGYN,2006,10,0.00000,0.06445,0.10339,0.16783,0.00777,1630100
SIGYN,2006,11,0.00000,0.06131,0.08868,0.14998,0.00603,1630100
SIGYN,2006,12,0.00000,0.06573,0.10165,0.16738,0.00754,1630100
SIGYN,2007,1,0.00000,0.06266,0.09858,0.16124,0.00759,1630100
SIGYN,2007,2,0.00000,0.05844,0.09006,0.14850,0.00671,1630100
SIGYN,2007,3,0.00000,0.05480,0.09612,0.15092,0.00686,1630100
SIGYN,2007,4,0.00000,0.04970,0.07860,0.12830,0.00614,1630100
SIGYN,2007,5,0.00000,0.06502,0.11063,0.17565,0.00781,1630100
SIGYN,2007,6,0.00000,0.05953,0.10055,0.16008,0.00864,1630100
SIGYN,2007,7,0.00000,0.05510,0.10602,0.16112,0.00849,1630100
SIGYN,2007,8,0.00000,0.06244,0.11801,0.18045,0.00960,1630100
SIGYN,2007,9,0.00000,0.05110,0.08871,0.13980,0.00781,1630100
SIGYN,2007,10,0.00000,0.05711,0.10820,0.16530,0.00830,1630100
SIGYN,2007,11,0.00000,0.05625,0.11113,0.16738,0.00843,1630100
SIGYN,2007,12,0.00000,0.05525,0.10857,0.16382,0.00854,1630100
SIGYN,2008,1,0.00000,0.06020,0.11351,0.17370,0.01056,1630100
SIGYN,2008,2,0.00000,0.04750,0.09745,0.14495,0.00850,1630100
SIGYN,2008,3,0.00000,0.04109,0.07683,0.11792,0.00706,1630100
SIGYN,2008,4,0.00000,0.05518,0.10071,0.15589,0.00960,1630100
SIGYN,2008,5,0.00000,0.05844,0.10360,0.16205,0.01104,1630100
SIGYN,2008,6,0.00000,0.05299,0.09398,0.14697,0.01099,1630100
SIGYN,2008,7,0.00000,0.05617,0.09806,0.15423,0.01115,1630100
SIGYN,2008,8,0.00000,0.03395,0.06032,0.09427,0.00851,1630100
SIGYN,2008,9,0.00000,0.03307,0.05755,0.09062,0.00816,1630100
SIGYN,2008,10,0.00000,0.05236,0.09536,0.14772,0.01384,1630100
SIGYN,2008,11,0.00000,0.05365,0.09354,0.14719,0.01150,1630100
SIGYN,2008,12,0.00000,0.05019,0.08741,0.13760,0.01112,1630100
SIGYN,2009,1,0.00000,0.04979,0.08556,0.13536,0.01094,1630100
SIGYN,2009,2,0.00000,0.04217,0.07241,0.11458,0.00935,1630100
SIGYN,2009,3,0.00000,0.04807,0.08509,0.13315,0.01129,1630100
SIGYN,2009,4,0.00000,0.04673,0.08324,0.12997,0.01084,1630100
SIGYN,2009,5,0.00000,0.04920,0.08599,0.13519,0.01358,1630100
SIGYN,2009,6,0.00000,0.04687,0.08103,0.12789,0.01151,1630100
SIGYN,2009,7,0.00000,0.04108,0.06865,0.10973,0.00815,1630100
SIGYN,2009,8,0.00000,0.04586,0.08211,0.12797,0.01040,1630100
SIGYN,2009,9,0.00000,0.03546,0.06597,0.10143,0.00804,1630100
SIGYN,2009,10,0.00000,0.04332,0.07253,0.11585,0.00995,1630100
SIGYN,2009,11,0.00000,0.04259,0.07028,0.11287,0.01027,1630100
SIGYN,2009,12,0.00000,0.04181,0.06955,0.11136,0.00936,1630100
SIGYN,2010,1,0.00000,0.03659,0.05918,0.09577,0.00891,1630100
SIGYN,2010,2,0.00000,0.03500,0.05663,0.09162,0.01013,1630100
SIGYN,2010,3,0.00000,0.01992,0.03300,0.05292,0.00533,1630100
SIGYN,2010,4,0.00000,0.04189,0.05742,0.09931,0.01189,1630100
SIGYN,2010,5,0.00000,0.04380,0.05898,0.10278,0.01180,1630100
SIGYN,2010,6,0.00000,0.04314,0.06049,0.10363,0.01165,1630100
SIGYN,2010,7,0.00000,0.04454,0.06150,0.10604,0.01260,1630100
SIGYN,2010,8,0.00000,0.02244,0.03099,0.05343,0.00641,1630100
SIGYN,2010,9,0.00000,0.02608,0.03909,0.06516,0.00566,1630100
SIGYN,2010,10,0.00000,0.03955,0.05968,0.09923,0.00755,1630100
SIGYN,2010,11,0.00000,0.03644,0.05537,0.09181,0.01264,1630100
SIGYN,2010,12,0.00000,0.03798,0.05581,0.09379,0.01415,1630100
SIGYN,2011,1,0.00000,0.03841,0.05777,0.09618,0.01546,1630100
SIGYN,2011,2,0.00000,0.03425,0.05069,0.08494,0.01290,1630100
SIGYN,2011,3,0.00000,0.03990,0.05909,0.09899,0.01274,1630100
SIGYN,2011,4,0.00000,0.03951,0.05497,0.09448,0.01187,1630100
SIGYN,2011,5,0.00000,0.03940,0.05643,0.09583,0.01149,1630100
SIGYN,2011,6,0.00000,0.03755,0.05364,0.09119,0.01189,1630100
SIGYN,2011,7,0.00000,0.04019,0.05625,0.09644,0.01292,1630100
SIGYN,2011,8,0.00000,0.03913,0.05458,0.09371,0.01265,1630100
SIGYN,2011,9,0.00000,0.02813,0.04159,0.06972,0.00700,1630100
SIGYN,2011,10,0.00000,0.03809,0.05345,0.09154,0.01377,1630100
SIGYN,2011,11,0.00000,0.03711,0.05307,0.09018,0.01360,1630100
SIGYN,2011,12,0.00000,0.03647,0.05325,0.08972,0.01356,1630100
SIGYN,2012,1,0.00000,0.03548,0.05191,0.08740,0.01316,1630100
SIGYN,2012,2,0.00000,0.03271,0.04757,0.08028,0.01199,1630100
